from,to,time,message
0,54,2017-04-28T19:13:23+09:00,"Who's the more foolish; the fool, or the fool who follows him? WUBBA LUBBA DUB DUBS!!! You'll find I'm full of surprises!"
54,0,2017-04-12T01:22:33+09:00,"HI! I'M MR MEESEEKS! LOOK AT ME! You're like Hitler, except...Hitler cared about Germany, or something."
0,54,2017-04-13T06:59:59+09:00,Only at the end do you realize the power of the Dark Side.
54,0,2017-04-22T10:47:25+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
0,54,2017-05-19T12:01:39+09:00,"Hello Jerry, come to rub my face in urine again? Ohh yea, you gotta get schwifty. Don’t even trip dawg."
54,0,2017-05-03T20:29:38+09:00,I like what you got. Shut him up or shut him down.
54,0,2017-05-05T01:34:31+09:00,"This isn't Game of Thrones, Morty."
55,56,2017-05-28T13:35:11+09:00,"Now, witness the power of this fully operational battle station."
56,55,2017-04-11T21:24:56+09:00,"Adventure. Excitement. A Jedi craves not these things. Go home and drink, grandpa."
55,56,2017-04-29T03:43:35+09:00,"Strike me down, and I will become more powerful than you could possibly imagine."
56,55,2017-03-31T17:56:39+09:00,"Shut him up or shut him down. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. I like what you got."
55,56,2017-05-06T16:55:49+09:00,"Aww, gee, you got me there Rick. Sometimes science is a lot more art, than science. A lot of people don't get that. Shut him up or shut him down."
55,56,2017-04-19T09:26:09+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. I'm the devil. What should I do when I fail? Give myself an ice cream? If you're saying that coming here was a bad idea, I'm starting to agree with you."
55,56,2017-05-02T00:21:31+09:00,Adventure. Excitement. A Jedi craves not these things.
56,55,2017-05-11T15:27:35+09:00,"Don’t even trip dawg. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
55,56,2017-03-31T19:56:27+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. A Jedi uses the Force for knowledge and defense, never for attack. R2-D2, you know better than to trust a strange computer!"
55,56,2017-03-31T14:44:46+09:00,Bounty hunters! We don't need this scum.
55,56,2017-04-03T08:29:55+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Yo! What up my glip glops!"
55,56,2017-05-03T09:30:30+09:00,Would somebody get this big walking carpet out of my way?
56,55,2017-04-27T20:54:23+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
56,55,2017-04-11T06:19:33+09:00,"This isn't Game of Thrones, Morty."
55,56,2017-04-28T01:34:04+09:00,Wars not make one great.
55,56,2017-05-14T17:42:00+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
56,55,2017-04-03T02:07:54+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. I have a bad feeling about this. Ohh yea, you gotta get schwifty."
55,56,2017-05-11T09:38:15+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
56,55,2017-05-21T20:34:32+09:00,Aren't you a little short for a Stormtrooper? No reward is worth this. Bounty hunters! We don't need this scum.
56,55,2017-05-09T23:11:58+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Judge me by my size, do you? You're like Hitler, except...Hitler cared about Germany, or something."
55,56,2017-05-20T05:31:09+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
55,56,2017-04-23T18:24:04+09:00,"Ohh yea, you gotta get schwifty."
55,56,2017-05-07T23:23:29+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. You will never find a more wretched hive of scum and villainy. We must be cautious.
56,55,2017-05-11T15:28:38+09:00,"Hello Jerry, come to rub my face in urine again? He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
56,55,2017-04-22T02:34:22+09:00,I have a bad feeling about this.
56,55,2017-04-13T13:16:01+09:00,"WUBBA LUBBA DUB DUBS!!! Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
56,55,2017-05-14T05:52:33+09:00,"Well, you said you wanted to be around when I made a mistake. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. WUBBA LUBBA DUB DUBS!!!"
55,56,2017-05-10T17:40:21+09:00,No reward is worth this.
55,56,2017-04-10T14:51:30+09:00,"Never tell me the odds! You know, that little droid is going to cause me a lot of trouble."
56,55,2017-05-26T02:13:41+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Do. Or do not. There is no try."
56,55,2017-05-07T05:26:11+09:00,WUBBA LUBBA DUB DUBS!!!
56,55,2017-05-07T23:51:57+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Aren't you a little short for a Stormtrooper?
55,56,2017-05-23T18:51:29+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
56,55,2017-05-20T13:38:25+09:00,"Adventure. Excitement. A Jedi craves not these things. If you're saying that coming here was a bad idea, I'm starting to agree with you."
56,55,2017-03-31T12:18:45+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Aww, gee, you got me there Rick. You are unwise to lower your defenses!"
55,56,2017-05-19T07:55:50+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
56,55,2017-05-28T01:03:34+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. I'm the devil. What should I do when I fail? Give myself an ice cream?"
55,56,2017-04-19T08:05:14+09:00,"Wars not make one great. You'll find I'm full of surprises! Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
56,55,2017-05-21T17:42:56+09:00,"Only at the end do you realize the power of the Dark Side. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. You are unwise to lower your defenses!"
56,55,2017-04-08T16:14:51+09:00,"Truly wonderful, the mind of a child is. Strike me down, and I will become more powerful than you could possibly imagine. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
56,55,2017-05-28T18:19:17+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Aw, c'mon Rick. That doesn't seem so bad."
56,55,2017-05-03T04:00:06+09:00,"Well, you said you wanted to be around when I made a mistake."
55,56,2017-05-03T00:50:28+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
56,55,2017-04-21T01:57:09+09:00,"Yo! What up my glip glops! Ohh yea, you gotta get schwifty."
56,55,2017-05-16T22:54:48+09:00,"Do. Or do not. There is no try. Never tell me the odds! There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
55,56,2017-05-06T14:31:23+09:00,Adventure. Excitement. A Jedi craves not these things. Pluto's a planet. I like what you got.
56,55,2017-05-10T13:21:11+09:00,I don't get it and I don't need to. Yo! What up my glip glops!
55,56,2017-04-01T18:54:34+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Snuffles was my slave name, you can call me snowball because my fur is pretty and white. This isn't Game of Thrones, Morty."
56,55,2017-05-16T02:46:59+09:00,"Judge me by my size, do you? Aww, gee, you got me there Rick."
55,56,2017-05-10T05:32:07+09:00,"Hello Jerry, come to rub my face in urine again? No reward is worth this. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
56,55,2017-05-13T12:53:13+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Do. Or do not. There is no try."
55,56,2017-05-01T22:14:00+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. That is why you fail. Would somebody get this big walking carpet out of my way?"
56,55,2017-04-28T22:10:02+09:00,"You're our boy dog, don't even trip. You do have your moments. Not many, but you have them."
55,56,2017-05-17T17:50:42+09:00,I have a bad feeling about this.
56,55,2017-05-11T07:17:06+09:00,"Adventure. Excitement. A Jedi craves not these things. Who's the more foolish; the fool, or the fool who follows him? Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
56,55,2017-04-04T23:28:21+09:00,"You're our boy dog, don't even trip. Shut him up or shut him down."
56,55,2017-04-19T22:32:11+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
55,56,2017-04-10T06:22:09+09:00,Aren't you a little short for a Stormtrooper?
56,55,2017-04-24T01:58:46+09:00,"No reward is worth this. Go home and drink, grandpa."
55,56,2017-05-04T02:13:41+09:00,"You're our boy dog, don't even trip."
55,57,2017-05-17T18:53:36+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Now, witness the power of this fully operational battle station."
55,57,2017-04-28T07:09:17+09:00,"R2-D2, you know better than to trust a strange computer!"
57,55,2017-05-03T00:41:06+09:00,"Adventure. Excitement. A Jedi craves not these things. Now, witness the power of this fully operational battle station."
57,55,2017-04-19T03:38:39+09:00,"Now, witness the power of this fully operational battle station. Don’t even trip dawg."
55,57,2017-04-20T10:46:23+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Never tell me the odds!"
55,57,2017-04-23T00:29:34+09:00,"This isn't Game of Thrones, Morty."
55,57,2017-05-04T13:58:06+09:00,Do. Or do not. There is no try.
57,55,2017-04-01T10:29:58+09:00,"Truly wonderful, the mind of a child is. I'm the devil. What should I do when I fail? Give myself an ice cream?"
55,57,2017-04-03T16:30:11+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. Go home and drink, grandpa. I like what you got."
55,57,2017-05-05T01:39:49+09:00,Do. Or do not. There is no try.
55,57,2017-04-28T21:54:38+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
57,55,2017-05-17T04:53:53+09:00,"Now, witness the power of this fully operational battle station. You're our boy dog, don't even trip."
57,55,2017-04-01T16:25:34+09:00,Would somebody get this big walking carpet out of my way? WUBBA LUBBA DUB DUBS!!! You are unwise to lower your defenses!
57,55,2017-05-03T02:27:05+09:00,I have a bad feeling about this.
57,55,2017-04-13T07:27:19+09:00,"I have a bad feeling about this. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
